iso3;iso2;imfn;country;region;income;year;ai01;ai02;ai03;ai04;ai05;ai06;ai07;ai08;ai09;ai10;ai11;ai12;ai13;ai14;ai17;ai18;ai19;ai20;ai21;ai22;ai23;ai24;ai25;ai26;ai27;ai28;ai29;ai30;ai31;ai32;ai33;ai34;ai35;ai36;am01;am02;am03;di01;di02;di03;di04;di05;di06;di07;di08;di09;di10;di11;di12;di13;di14;dm01;dm02;dm03;dm04;dm05;dm06;dm07;dm08;dm09;dm10;dm11;dm12;dm13;dm14;dm15;dm16;ei01;ei02;ei03;ei04;ei05;ei06;ei07;ei08;ei09;ei10;em01;si01;si02;si03;si04;si05;si06;si07;sm01;oi01;oi02;oi06;oi07;oi08;oi09;oi10;oi11;oi12;oi13;oi14;oi15;oi16;oi16a;oi17;oi18;oi19;oi20a;om01;om02
ABW;AW;314;Aruba;Latin America & Caribbean;High income;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.48;;;;;;;;;;;;;;;;;;3.90;;;;;;1.57;;;;;;;;;;;;;;;;;;;;;;11.11;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.22;;;;;;;;;;;;;;;;;;4.13;;;;;;2.06;;;;;;;;;;;;;;;;;;;;;0.29;69.37;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.29;;;;;;;;;;;;;;;;;;4.71;;;;;;1.98;;;;;;;;;;;;;;;;;;;;;0.27;29.21;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.91;;;;;;;;;;;;;;;;;;5.63;;;;;;2.08;;;;;;;;;;;;;;;;6.74;9.51;;;;0.31;13.02;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;976.80;;;;;;;;;;;976.80;;42.45;;;;;;;;;;;;;;;;;;6.61;;;;;;2.85;;;;;;;;;;;;;;;;;;;;;0.31;24.97;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.07;44.63;;;52.82;;;48.20;;;;43.07;;43.07;;;;;;;;;;;;;;;;;;6.23;;;;;;1.56;;;;;;;86.25;;;;;;48.20;;995.87;;;39.75;225.01;265;0.10;24.99;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.42;47.82;;;52.73;;;48.60;;;;45.42;;45.41;;;;;;;;;;;;;;;;;;6.11;;;;;;2.41;;;;;;;89.26;;;;;;48.60;;1005.63;;;29.08;187.74;217;0.12;18.04;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.23;45.40;;;49.41;;;45.50;;;;43.23;;43.23;;;;;;;;;;;;;;;;;;5.89;;;;;;2.17;;;;;;;92.68;;;;;;45.50;;1028.56;;;31.13;74.89;106;0.12;15.01;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.88;43.75;;;51.63;;;47.82;;;;41.88;;41.88;;;;;;;;;;;;;;;;;;6.14;;;;;;1.88;;;;;;;85.36;;;;;;47.82;;1149.59;;;35.54;67.69;103;0.10;20.84;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.62;46.62;;;54.99;;;50.74;;;;44.62;;44.62;;;;;;;;;8.05;10.80;5.35;;;;;;;6.98;;;;;;1.99;;;;;;;83.57;;;;;;50.74;;1233.77;;1.04;43.81;52.28;96;0.04;30.47;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.80;46.10;;;51.59;;;47.85;;;;44.80;;44.80;;;;;;;;;9.76;12.26;6.26;;;;;;;5.87;;;;;;1.30;;;;;;;89.79;;;;;;47.85;;1217.50;;0.96;52.54;69.39;122;0.06;29.04;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.01;47.83;;;53.54;;;49.24;1.32;1.48;;46.01;;46.02;;;;;;;;;10.07;13.15;5.73;;;;;;;6.10;;;;;;1.81;;;;;;;91.12;;;;;;49.24;;1275.21;;0.94;47.49;45.69;93;0.07;17.97;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.33;53.23;;;58.53;;;54.51;1.36;1.47;;51.33;;51.33;;;;;;;;;8.98;16.35;5.52;;;;;;;5.10;;;;;;1.90;;;;;;;88.76;;;;;;54.51;;1376.44;;0.93;45.64;42.53;88;0.07;26.22;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55.63;57.95;;;61.26;;;57.67;1.39;1.50;;55.63;;55.64;;;;;;;;;11.69;19.35;5.35;;;;;;;5.60;;;;;;2.31;;;;;;;91.31;;;;;;57.67;;1472.67;;0.89;10.04;58.34;68;0.01;33.40;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.40;54.53;;;57.04;;;53.67;1.53;1.38;;52.40;;52.40;;;;;;;;;11.71;20.68;5.45;;;;;;;6.50;;;;;;2.13;;;;;;;96.24;;;;;;53.67;;1464.01;;0.81;10.03;56.44;66;0.07;48.55;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54.73;57.74;;;58.04;;;54.27;1.70;1.17;;54.73;;54.74;;;;;;;;;11.97;22.07;5.60;;;;;;;6.90;;;;;;3.00;;;;;;;97.04;;;;;;54.27;;1506.72;;0.77;10.99;46.41;57;0.04;49.94;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54.89;57.64;;;57.43;;;53.45;1.43;1.17;;54.89;;54.89;;;;;0.74;2.14;2.89;;14.14;15.75;6.77;;;;;;;5.10;;;;;;2.75;;;;;;;101.55;;;;;;53.45;;1512.26;2.14;2.89;26.16;62.42;89;0.04;41.62;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.96;55.72;;;54.82;;;51.05;1.90;1.03;;52.96;;52.96;;;;;0.69;3.75;4.44;;15.58;19.84;4.05;;;;;;;5.90;;;;;;2.76;;;;;;;101.99;;;;;;51.05;;1496.16;1.76;4.44;35.35;64.94;100;0.20;41.30;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.46;54.15;;;60.87;;;57.10;2.07;1.11;;52.46;;52.46;;;;;0.66;5.65;6.30;;10.03;21.85;4.44;2.19;;13.01;;;;6.30;;;;;;1.69;;;;;;;94.81;;;;;;57.10;;1742.39;;6.30;26.09;71.00;97;0.25;84.91;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.12;59.88;;;70.72;;;66.79;1.69;1.38;;57.12;;57.12;;;;;0.72;6.20;6.92;;13.07;24.66;6.16;3.00;;3.01;;;;7.30;;;;;;2.76;;;;;;;86.45;;;;;;66.79;;1793.76;;6.92;33.67;67.65;101;0.36;75.51;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.35;66.00;;;73.73;;;69.60;2.13;1.48;;60.35;;60.35;;;;;0.75;6.48;7.24;;16.85;24.08;6.65;;;;;;;8.40;;;;;;5.65;;;;;;;85.99;;;;;;69.60;;1762.41;;7.24;18.27;50.60;69;0.21;52.58;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2011;;20.96;;;;;;;;;;;;;;;;;;;;;110.98;;;;;;;;;;;;;;;58.20;64.27;;;69.21;;;65.18;1.82;1.36;;58.20;;58.19;;;;;0.71;6.08;6.79;;15.61;23.44;4.82;;;;;;;7.40;;;;;;6.07;;;;;;;89.22;;;;;;65.18;;1713.81;;6.79;15.70;57.82;74;0.21;41.49;;;99.00;;;0;0;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2012;;21.96;;;;;;;;;;;;;;;;;;;;;119.58;;;;;;;;;;;;;;;60.55;67.46;;;75.36;;;70.93;2.53;1.47;;60.55;;60.55;;;;;0.71;16.10;16.81;;7.89;30.04;14.57;;;;;;;7.00;;;;;;6.90;;;;;;;84.73;;;;;;70.93;;1823.29;;16.81;12.58;48.10;61;0.19;49.30;;;99.00;;;0;0;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2013;;19.29;;;;;;;;;;;;;;;;;;;;;124.18;;;;;;;;;;;;;;;62.55;69.44;;;71.24;;;66.60;2.40;1.41;;62.55;;59.16;;;;;0.67;12.99;13.66;;9.84;32.57;11.63;;;;;;;5.30;;;;;;6.89;;;;;;;91.91;;;;;;66.60;;1728.63;;13.53;12.43;58.63;71;0.23;54.04;;;99.00;;;0;0;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2014;;19.06;;;;;;;;;;;;;;;;;;;;;117.94;;;;;;;;;;;;;;;63.46;70.10;;;73.30;;;68.49;2.36;1.43;;63.46;;60.24;;;;;0.65;12.69;13.34;;10.57;36.88;12.87;;;;;;;5.00;;;;;;6.64;;;;;;;90.42;;;;;;68.49;;1812.75;;13.22;20.26;42.91;63;0.27;55.73;;;99.00;;;0;0;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2015;;18.86;;;;;;;;;;;;;;;;;;;;;119.07;;;;;;;;;;;;;;;62.34;69.31;;;78.98;;;73.98;2.42;1.54;;62.34;;56.63;;;;;;12.02;12.02;;10.65;40.72;14.66;;;;;;;5.10;;;;;;6.97;;;;;;;83.89;;;;;;73.98;;1969.76;;11.85;18.75;32.11;51;0.27;53.10;;;99.00;;;0;0;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2016;;19.83;;;;;;;;;;;;;;;;;;;;;125.98;;;;;;;;;;;;;;;64.26;71.79;;;87.61;;;82.41;2.62;1.33;;64.26;;57.22;;;;;;11.83;11.83;;12.14;44.86;15.88;;;;;;;4.90;;;;;;7.56;;;;;;;76.86;;;;;;82.41;;2113.07;;11.76;11.96;24.54;36;1.77;48.70;;;99.00;;;0;0;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2017;;18.51;;;;;;;;;;;;;;;;;;;;;124.97;;;;;;;;;;;;;;;66.09;76.04;;;88.43;;;82.86;2.59;1.31;;66.09;;57.25;;;;;;11.48;11.48;;;;;;;;;;;4.70;;;;;;9.87;;;;;;;77.62;;;;;;82.86;;2105.92;;11.35;9.13;26.36;35;1.82;46.41;;;;;;0;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2018;;17.24;;;;;;;;;;;;;;;;;;;;;126.43;;;;;;;;;;;;;;;65.06;75.40;;;86.77;;;81.58;2.67;1.42;;65.06;;57.26;;;;;;13.19;13.19;;;;;;;;;;;4.80;;;;;;10.26;;;;;;;78.90;;;;;;81.58;;2133.24;-1.62;13.24;11.01;27.00;38;1.15;35.54;;;;;;;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2019;;14.84;;;;;;;;;;;;;;;;;;;;;126.74;;;;;;;;;;;;;;;69.12;78.53;;;88.37;;;83.93;2.58;1.43;;69.12;;;;;;;;11.47;11.47;;;;;;;;;;;3.50;;;;;;9.34;;;;;;;79.06;;;;;;83.93;;2177.02;;;;;;;34.18;;;;;;;;;
ABW;AW;314;Aruba;Latin America & Caribbean;High income;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2252.69;;;;;;;;;;;;;;;;
AFG;AF;512;Afghanistan;South Asia;Low income;1960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.94;1.94;;25.78;5.68;5.60;;0.32;;;;1.94;;9.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;615.47;;;;;;0.32;;1414.42;;;;;;;;;;;;;;;;
AFG;AF;512;Afghanistan;South Asia;Low income;1961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.94;1.94;;21.93;6.10;6.92;;0.46;;;;1.94;;8.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;415.26;;;;;;0.46;;1549.59;;;;;;;;;;;;;;;;
AFG;AF;512;Afghanistan;South Asia;Low income;1962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.89;1.89;;18.59;6.96;8.26;;0.61;;;;1.89;;7.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308.06;;;;;;0.61;;1801.82;;;;;;;;;;;;;;;;
AFG;AF;512;Afghanistan;South Asia;Low income;1963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.85;1.85;;17.43;7.79;8.78;;0.59;;;;1.85;;5.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313.86;;;;;;0.59;;910.59;;;;;;;;;;;;;;;;
AFG;AF;512;Afghanistan;South Asia;Low income;1964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.09;2.09;;16.01;9.34;10.96;;0.95;;;;2.09;;5.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;204.74;;;;;;0.95;;1108.25;;;;;;;;;;;;;;;;
AFG;AF;512;Afghanistan;South Asia;Low income;1965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.65;2.65;;22.52;10.58;9.12;;1.45;;;;2.65;;4.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;160.47;;;;;;1.45;;1276.83;;;;;;;;;;;;;;;;
AFG;AF;512;Afghanistan;South Asia;Low income;1966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.57;2.57;;21.50;10.28;9.39;;1.35;;;;2.57;;3.80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190.41;;;;;;1.35;;1235.19;;;;;;;;;;;;;;;;
AFG;AF;512;Afghanistan;South Asia;Low income;1967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.73;2.73;;22.28;9.95;9.53;;1.41;;;;2.73;;3.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;185.32;;;;;;1.41;;1194.34;;;;;;;;;;;;;;;;
AFG;AF;512;Afghanistan;South Asia;Low income;1968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.50;2.50;;18.86;11.24;10.75;;1.43;;;;2.50;;4.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179.37;;;;;;1.43;;1331.56;;;;;;;;;;;;;;;;
AFG;AF;512;Afghanistan;South Asia;Low income;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.63;2.63;;18.31;12.79;11.72;;2.11;;;;2.63;;4.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119.54;;;;;;2.11;;1479.57;;;;;;;;;;;;;;;;
AFG;AF;512;Afghanistan;South Asia;Low income;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.26;3.26;;20.95;13.20;12.29;;2.15;;;;3.26;;4.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;134.60;;;;;;2.15;;1502.58;;;;;;;;;;;;;0;;;
AFG;AF;512;Afghanistan;South Asia;Low income;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.82;2.82;;17.69;14.04;13.13;;2.61;;;;2.82;;3.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113.84;;;;;;2.61;;1619.58;;;;;;;;;;;;;0;;;
AFG;AF;512;Afghanistan;South Asia;Low income;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.89;3.89;;17.86;18.35;17.90;;3.41;;;;3.89;;5.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104.43;;;;;;3.41;;1784.53;;;;;;;;;;;;;0;;;
AFG;AF;512;Afghanistan;South Asia;Low income;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.87;3.87;;19.30;18.18;16.19;;2.99;;;;3.87;;5.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124.53;;;;;;2.99;;1766.87;;;;;;;;;;;;;0;;;
AFG;AF;512;Afghanistan;South Asia;Low income;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.62;3.62;;19.22;16.59;15.20;;2.72;;;;3.62;;5.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123.88;;;;;;2.72;;1784.73;;;;;;;;;;;;;0;;;
AFG;AF;512;Afghanistan;South Asia;Low income;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.58;2.58;;14.04;16.99;15.77;;2.57;;;;2.58;;4.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114.35;;;;;;2.57;;1876.85;;;;;;;;;;;;;0;;;
AFG;AF;512;Afghanistan;South Asia;Low income;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.23;2.23;;11.60;19.55;16.99;;2.56;;;;2.23;;5.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90.10;;;;;;2.56;;2222.83;;;;;;;;;;;;;0;;;
